doc_id,neutral_file,original_name,original_path,label
kb_0057,kb_0057.txt,section_2_5_1.txt,data/raw_docs/section_2_5_1.txt,normal
kb_0058,kb_0058.txt,section_2_5_2.txt,data/raw_docs/section_2_5_2.txt,normal
kb_0059,kb_0059.txt,section_3_1.txt,data/raw_docs/section_3_1.txt,normal
kb_0060,kb_0060.txt,section_3_10.txt,data/raw_docs/section_3_10.txt,normal
kb_0061,kb_0061.txt,section_3_11.txt,data/raw_docs/section_3_11.txt,normal
kb_0062,kb_0062.txt,section_3_11_1.txt,data/raw_docs/section_3_11_1.txt,normal
kb_0063,kb_0063.txt,section_3_11_2.txt,data/raw_docs/section_3_11_2.txt,normal
kb_0064,kb_0064.txt,section_3_11_3.txt,data/raw_docs/section_3_11_3.txt,normal
kb_0065,kb_0065.txt,section_3_11_4.txt,data/raw_docs/section_3_11_4.txt,normal
kb_0066,kb_0066.txt,section_3_12.txt,data/raw_docs/section_3_12.txt,normal
kb_0067,kb_0067.txt,section_3_12_1.txt,data/raw_docs/section_3_12_1.txt,normal
kb_0068,kb_0068.txt,section_3_12_2.txt,data/raw_docs/section_3_12_2.txt,normal
kb_0069,kb_0069.txt,section_3_12_3.txt,data/raw_docs/section_3_12_3.txt,normal
kb_0070,kb_0070.txt,section_3_12_4.txt,data/raw_docs/section_3_12_4.txt,normal
kb_0071,kb_0071.txt,section_3_13.txt,data/raw_docs/section_3_13.txt,normal
kb_0072,kb_0072.txt,section_3_13_1.txt,data/raw_docs/section_3_13_1.txt,normal
kb_0073,kb_0073.txt,section_3_13_2.txt,data/raw_docs/section_3_13_2.txt,normal
kb_0074,kb_0074.txt,section_3_14_1.txt,data/raw_docs/section_3_14_1.txt,normal
kb_0075,kb_0075.txt,section_3_14_2.txt,data/raw_docs/section_3_14_2.txt,normal
kb_0076,kb_0076.txt,section_3_15_1.txt,data/raw_docs/section_3_15_1.txt,normal
kb_0077,kb_0077.txt,section_3_16.txt,data/raw_docs/section_3_16.txt,normal
kb_0078,kb_0078.txt,section_3_2.txt,data/raw_docs/section_3_2.txt,normal
kb_0079,kb_0079.txt,section_3_2_1.txt,data/raw_docs/section_3_2_1.txt,normal
kb_0080,kb_0080.txt,section_3_3_1.txt,data/raw_docs/section_3_3_1.txt,normal
kb_0081,kb_0081.txt,section_3_4_1.txt,data/raw_docs/section_3_4_1.txt,normal
kb_0082,kb_0082.txt,section_3_5_1.txt,data/raw_docs/section_3_5_1.txt,normal
kb_0083,kb_0083.txt,section_3_6.txt,data/raw_docs/section_3_6.txt,normal
kb_0084,kb_0084.txt,section_3_6_1.txt,data/raw_docs/section_3_6_1.txt,normal
kb_0085,kb_0085.txt,section_3_6_2.txt,data/raw_docs/section_3_6_2.txt,normal
kb_0086,kb_0086.txt,section_3_7_1.txt,data/raw_docs/section_3_7_1.txt,normal
kb_0087,kb_0087.txt,section_3_7_2.txt,data/raw_docs/section_3_7_2.txt,normal
kb_0088,kb_0088.txt,section_3_7_3.txt,data/raw_docs/section_3_7_3.txt,normal
kb_0089,kb_0089.txt,section_3_8_1.txt,data/raw_docs/section_3_8_1.txt,normal
kb_0090,kb_0090.txt,section_3_8_2.txt,data/raw_docs/section_3_8_2.txt,normal
kb_0091,kb_0091.txt,section_3_9.txt,data/raw_docs/section_3_9.txt,normal
kb_0092,kb_0092.txt,section_3_9_1.txt,data/raw_docs/section_3_9_1.txt,normal
kb_0093,kb_0093.txt,section_4_1.txt,data/raw_docs/section_4_1.txt,normal
kb_0094,kb_0094.txt,section_4_10.txt,data/raw_docs/section_4_10.txt,normal
kb_0095,kb_0095.txt,section_4_10_1.txt,data/raw_docs/section_4_10_1.txt,normal
kb_0096,kb_0096.txt,section_4_11.txt,data/raw_docs/section_4_11.txt,normal
kb_0097,kb_0097.txt,section_4_11_1.txt,data/raw_docs/section_4_11_1.txt,normal
kb_0098,kb_0098.txt,section_4_11_2.txt,data/raw_docs/section_4_11_2.txt,normal
kb_0099,kb_0099.txt,section_4_12.txt,data/raw_docs/section_4_12.txt,normal
kb_0100,kb_0100.txt,section_4_12_1.txt,data/raw_docs/section_4_12_1.txt,normal
kb_0101,kb_0101.txt,section_4_12_2.txt,data/raw_docs/section_4_12_2.txt,normal
kb_0102,kb_0102.txt,section_4_12_3.txt,data/raw_docs/section_4_12_3.txt,normal
kb_0103,kb_0103.txt,section_4_12_4.txt,data/raw_docs/section_4_12_4.txt,normal
kb_0104,kb_0104.txt,section_4_12_5.txt,data/raw_docs/section_4_12_5.txt,normal
kb_0105,kb_0105.txt,section_4_13_1.txt,data/raw_docs/section_4_13_1.txt,normal
kb_0106,kb_0106.txt,section_4_13_1_1.txt,data/raw_docs/section_4_13_1_1.txt,normal
kb_0107,kb_0107.txt,section_4_13_1_2.txt,data/raw_docs/section_4_13_1_2.txt,normal
kb_0108,kb_0108.txt,section_4_13_1_3.txt,data/raw_docs/section_4_13_1_3.txt,normal
kb_0109,kb_0109.txt,section_4_13_2.txt,data/raw_docs/section_4_13_2.txt,normal
kb_0110,kb_0110.txt,section_4_13_2_1.txt,data/raw_docs/section_4_13_2_1.txt,normal
kb_0111,kb_0111.txt,section_4_13_3.txt,data/raw_docs/section_4_13_3.txt,normal
kb_0112,kb_0112.txt,section_4_13_3_1.txt,data/raw_docs/section_4_13_3_1.txt,normal
kb_0113,kb_0113.txt,section_4_13_4.txt,data/raw_docs/section_4_13_4.txt,normal
kb_0114,kb_0114.txt,section_4_13_4_1.txt,data/raw_docs/section_4_13_4_1.txt,normal
kb_0115,kb_0115.txt,section_4_13_4_2.txt,data/raw_docs/section_4_13_4_2.txt,normal
kb_0116,kb_0116.txt,section_4_13_4_3.txt,data/raw_docs/section_4_13_4_3.txt,normal
kb_0117,kb_0117.txt,section_4_14.txt,data/raw_docs/section_4_14.txt,normal
kb_0118,kb_0118.txt,section_4_14_1.txt,data/raw_docs/section_4_14_1.txt,normal
kb_0119,kb_0119.txt,section_4_14_2.txt,data/raw_docs/section_4_14_2.txt,normal
kb_0120,kb_0120.txt,section_4_14_3.txt,data/raw_docs/section_4_14_3.txt,normal
kb_0121,kb_0121.txt,section_4_14_4.txt,data/raw_docs/section_4_14_4.txt,normal
kb_0122,kb_0122.txt,section_4_15.txt,data/raw_docs/section_4_15.txt,normal
kb_0123,kb_0123.txt,section_4_15_1.txt,data/raw_docs/section_4_15_1.txt,normal
kb_0124,kb_0124.txt,section_4_16.txt,data/raw_docs/section_4_16.txt,normal
kb_0125,kb_0125.txt,section_4_16_1.txt,data/raw_docs/section_4_16_1.txt,normal
kb_0126,kb_0126.txt,section_4_17.txt,data/raw_docs/section_4_17.txt,normal
kb_0127,kb_0127.txt,section_4_17_1.txt,data/raw_docs/section_4_17_1.txt,normal
kb_0128,kb_0128.txt,section_4_17_2.txt,data/raw_docs/section_4_17_2.txt,normal
kb_0129,kb_0129.txt,section_4_17_3.txt,data/raw_docs/section_4_17_3.txt,normal
kb_0130,kb_0130.txt,section_4_17_4.txt,data/raw_docs/section_4_17_4.txt,normal
kb_0131,kb_0131.txt,section_4_18.txt,data/raw_docs/section_4_18.txt,normal
kb_0132,kb_0132.txt,section_4_18_1.txt,data/raw_docs/section_4_18_1.txt,normal
kb_0133,kb_0133.txt,section_4_19.txt,data/raw_docs/section_4_19.txt,normal
kb_0134,kb_0134.txt,section_4_19_1.txt,data/raw_docs/section_4_19_1.txt,normal
kb_0135,kb_0135.txt,section_4_19_2.txt,data/raw_docs/section_4_19_2.txt,normal
kb_0136,kb_0136.txt,section_4_1_1.txt,data/raw_docs/section_4_1_1.txt,normal
kb_0137,kb_0137.txt,section_4_1_2.txt,data/raw_docs/section_4_1_2.txt,normal
kb_0138,kb_0138.txt,section_4_2.txt,data/raw_docs/section_4_2.txt,normal
kb_0139,kb_0139.txt,section_4_20.txt,data/raw_docs/section_4_20.txt,normal
kb_0140,kb_0140.txt,section_4_20_1.txt,data/raw_docs/section_4_20_1.txt,normal
kb_0141,kb_0141.txt,section_4_21.txt,data/raw_docs/section_4_21.txt,normal
kb_0142,kb_0142.txt,section_4_21_1.txt,data/raw_docs/section_4_21_1.txt,normal
kb_0143,kb_0143.txt,section_4_22.txt,data/raw_docs/section_4_22.txt,normal
kb_0144,kb_0144.txt,section_4_22_1.txt,data/raw_docs/section_4_22_1.txt,normal
kb_0145,kb_0145.txt,section_4_23.txt,data/raw_docs/section_4_23.txt,normal
kb_0146,kb_0146.txt,section_4_23_1.txt,data/raw_docs/section_4_23_1.txt,normal
kb_0147,kb_0147.txt,section_4_24.txt,data/raw_docs/section_4_24.txt,normal
kb_0148,kb_0148.txt,section_4_25.txt,data/raw_docs/section_4_25.txt,normal
kb_0149,kb_0149.txt,section_4_25_1.txt,data/raw_docs/section_4_25_1.txt,normal
kb_0150,kb_0150.txt,section_4_2_1.txt,data/raw_docs/section_4_2_1.txt,normal
kb_0151,kb_0151.txt,section_4_3.txt,data/raw_docs/section_4_3.txt,normal
kb_0152,kb_0152.txt,section_4_3_1.txt,data/raw_docs/section_4_3_1.txt,normal
kb_0153,kb_0153.txt,section_4_3_2.txt,data/raw_docs/section_4_3_2.txt,normal
kb_0154,kb_0154.txt,section_4_3_3.txt,data/raw_docs/section_4_3_3.txt,normal
kb_0155,kb_0155.txt,section_4_4.txt,data/raw_docs/section_4_4.txt,normal
kb_0156,kb_0156.txt,section_4_4_1.txt,data/raw_docs/section_4_4_1.txt,normal
kb_0157,kb_0157.txt,section_4_4_2.txt,data/raw_docs/section_4_4_2.txt,normal
kb_0158,kb_0158.txt,section_4_5.txt,data/raw_docs/section_4_5.txt,normal
kb_0159,kb_0159.txt,section_4_5_1.txt,data/raw_docs/section_4_5_1.txt,normal
kb_0160,kb_0160.txt,section_4_5_2.txt,data/raw_docs/section_4_5_2.txt,normal
kb_0161,kb_0161.txt,section_4_6.txt,data/raw_docs/section_4_6.txt,normal
kb_0162,kb_0162.txt,section_4_6_1.txt,data/raw_docs/section_4_6_1.txt,normal
kb_0163,kb_0163.txt,section_4_6_2.txt,data/raw_docs/section_4_6_2.txt,normal
kb_0164,kb_0164.txt,section_4_6_3.txt,data/raw_docs/section_4_6_3.txt,normal
kb_0165,kb_0165.txt,section_4_6_4.txt,data/raw_docs/section_4_6_4.txt,normal
kb_0166,kb_0166.txt,section_4_7.txt,data/raw_docs/section_4_7.txt,normal
kb_0167,kb_0167.txt,section_4_8.txt,data/raw_docs/section_4_8.txt,normal
kb_0168,kb_0168.txt,section_4_8_1.txt,data/raw_docs/section_4_8_1.txt,normal
kb_0169,kb_0169.txt,section_4_8_2.txt,data/raw_docs/section_4_8_2.txt,normal
kb_0170,kb_0170.txt,section_4_8_3.txt,data/raw_docs/section_4_8_3.txt,normal
kb_0171,kb_0171.txt,section_4_8_4.txt,data/raw_docs/section_4_8_4.txt,normal
kb_0172,kb_0172.txt,section_4_9.txt,data/raw_docs/section_4_9.txt,normal
kb_0173,kb_0173.txt,section_4_9_1.txt,data/raw_docs/section_4_9_1.txt,normal
kb_0174,kb_0174.txt,section_4_9_2.txt,data/raw_docs/section_4_9_2.txt,normal
kb_0175,kb_0175.txt,section_5_1.txt,data/raw_docs/section_5_1.txt,normal
kb_0176,kb_0176.txt,section_5_10.txt,data/raw_docs/section_5_10.txt,normal
kb_0177,kb_0177.txt,section_5_10_1.txt,data/raw_docs/section_5_10_1.txt,normal
kb_0178,kb_0178.txt,section_5_2.txt,data/raw_docs/section_5_2.txt,normal
kb_0179,kb_0179.txt,section_5_2_5.txt,data/raw_docs/section_5_2_5.txt,normal
kb_0180,kb_0180.txt,section_5_3.txt,data/raw_docs/section_5_3.txt,normal
kb_0181,kb_0181.txt,section_5_3_1.txt,data/raw_docs/section_5_3_1.txt,normal
kb_0182,kb_0182.txt,section_5_3_2.txt,data/raw_docs/section_5_3_2.txt,normal
kb_0183,kb_0183.txt,section_5_4.txt,data/raw_docs/section_5_4.txt,normal
kb_0184,kb_0184.txt,section_5_4_1.txt,data/raw_docs/section_5_4_1.txt,normal
kb_0185,kb_0185.txt,section_5_4_2.txt,data/raw_docs/section_5_4_2.txt,normal
kb_0186,kb_0186.txt,section_5_5.txt,data/raw_docs/section_5_5.txt,normal
kb_0187,kb_0187.txt,section_5_5_1.txt,data/raw_docs/section_5_5_1.txt,normal
kb_0188,kb_0188.txt,section_5_5_2.txt,data/raw_docs/section_5_5_2.txt,normal
kb_0189,kb_0189.txt,section_5_5_3.txt,data/raw_docs/section_5_5_3.txt,normal
kb_0190,kb_0190.txt,section_5_5_4.txt,data/raw_docs/section_5_5_4.txt,normal
kb_0191,kb_0191.txt,section_5_6.txt,data/raw_docs/section_5_6.txt,normal
kb_0192,kb_0192.txt,section_5_6_1.txt,data/raw_docs/section_5_6_1.txt,normal
kb_0193,kb_0193.txt,section_5_6_2.txt,data/raw_docs/section_5_6_2.txt,normal
kb_0194,kb_0194.txt,section_5_7.txt,data/raw_docs/section_5_7.txt,normal
kb_0195,kb_0195.txt,section_5_7_1.txt,data/raw_docs/section_5_7_1.txt,normal
kb_0196,kb_0196.txt,section_5_7_2.txt,data/raw_docs/section_5_7_2.txt,normal
kb_0197,kb_0197.txt,section_5_7_3.txt,data/raw_docs/section_5_7_3.txt,normal
kb_0198,kb_0198.txt,section_5_7_4.txt,data/raw_docs/section_5_7_4.txt,normal
kb_0199,kb_0199.txt,section_5_8.txt,data/raw_docs/section_5_8.txt,normal
kb_0200,kb_0200.txt,section_5_8_1.txt,data/raw_docs/section_5_8_1.txt,normal
kb_0201,kb_0201.txt,section_5_8_2.txt,data/raw_docs/section_5_8_2.txt,normal
kb_0202,kb_0202.txt,section_5_8_3.txt,data/raw_docs/section_5_8_3.txt,normal
kb_0203,kb_0203.txt,section_5_8_4.txt,data/raw_docs/section_5_8_4.txt,normal
kb_0204,kb_0204.txt,section_5_9.txt,data/raw_docs/section_5_9.txt,normal
kb_0205,kb_0205.txt,section_5_9_1.txt,data/raw_docs/section_5_9_1.txt,normal
kb_0206,kb_0206.txt,section_6_1.txt,data/raw_docs/section_6_1.txt,normal
kb_0207,kb_0207.txt,section_6_1_1.txt,data/raw_docs/section_6_1_1.txt,normal
kb_0208,kb_0208.txt,section_6_1_2.txt,data/raw_docs/section_6_1_2.txt,normal
kb_0209,kb_0209.txt,section_6_2.txt,data/raw_docs/section_6_2.txt,normal
kb_0210,kb_0210.txt,section_6_2_1.txt,data/raw_docs/section_6_2_1.txt,normal
kb_0211,kb_0211.txt,section_6_2_2.txt,data/raw_docs/section_6_2_2.txt,normal
kb_0212,kb_0212.txt,section_6_3.txt,data/raw_docs/section_6_3.txt,normal
kb_0213,kb_0213.txt,section_6_3_1.txt,data/raw_docs/section_6_3_1.txt,normal
kb_0214,kb_0214.txt,section_6_3_2.txt,data/raw_docs/section_6_3_2.txt,normal
